session_duration_sec,avg_latency_ms,packet_loss_percent,signal_strength_dbm,throughput_mbps,jitter_ms,handover_count,connected_users,cpu_utilization_percent,issue_type
370,161,7.79,-88,24,34,9,130,65,3
385,90,1.3,-69,57,27,4,201,89,1
320,141,6.62,-79,14,36,8,116,90,3
300,35,0.92,-104,54,7,3,64,37,2
353,120,3.48,-75,42,20,4,211,95,1
332,125,3.23,-68,43,19,7,247,84,1
366,124,2.84,-68,30,18,4,214,89,1
419,109,1.43,-75,38,19,5,221,78,1
354,83,1.36,-70,36,27,4,300,75,1
377,118,7.09,-87,28,31,8,159,70,3
274,34,0.82,-113,88,10,4,92,55,2
386,137,5.41,-78,26,46,7,124,86,3
425,122,2.93,-76,56,29,3,244,89,1
254,22,0.07,-72,188,3,1,54,42,0
381,149,7.48,-89,13,50,4,128,65,3
395,130,6.71,-88,17,30,5,132,72,3
365,150,4.35,-86,32,36,8,157,87,3
410,58,0.84,-114,77,7,4,71,41,2
248,47,0.85,-106,86,4,4,63,51,2
337,107,3.31,-69,39,25,4,231,88,1
273,17,0.29,-71,168,2,1,26,36,0
228,46,0.89,-102,50,8,2,93,31,2
229,48,1.92,-109,64,4,3,40,54,2
489,113,1.92,-72,38,19,4,282,85,1
334,115,4.24,-79,24,30,4,178,72,3
456,126,2.16,-75,60,28,5,197,82,1
373,29,0.38,-75,209,2,0,69,44,0
330,29,0.13,-67,161,5,2,27,37,0
380,150,5.83,-87,12,49,7,139,78,3
416,51,1.96,-116,67,7,5,99,35,2
246,52,1.56,-111,76,4,6,91,41,2
483,108,3.3,-76,34,16,7,289,83,1
391,108,2.01,-70,33,18,6,197,96,1
475,113,3.39,-78,29,19,3,217,93,1
261,13,0.0,-67,249,2,0,65,20,0
283,50,0.58,-108,69,8,3,96,42,2
329,57,1.72,-100,78,5,6,91,46,2
342,126,2.17,-70,48,18,5,184,79,1
377,122,1.96,-76,36,30,3,183,79,1
263,24,0.08,-68,157,1,1,27,37,0
437,29,0.48,-75,216,5,0,35,36,0
296,12,0.41,-69,165,2,0,20,42,0
336,121,6.57,-78,21,42,6,109,84,3
497,109,2.04,-68,53,22,8,292,85,1
363,46,0.7,-113,74,8,5,63,34,2
407,111,5.88,-89,14,31,7,151,82,3
252,22,0.08,-66,216,5,0,70,29,0
404,89,3.41,-78,46,18,3,283,90,1
354,126,4.17,-88,20,38,4,154,66,3
411,143,7.84,-78,30,49,8,121,75,3
499,105,2.45,-71,31,16,5,228,82,1
384,110,7.56,-85,11,41,6,105,79,3
271,14,0.25,-66,227,4,0,40,38,0
460,128,2.54,-78,25,19,7,275,84,1
302,119,6.63,-83,29,39,8,130,68,3
329,46,1.13,-113,55,9,5,82,31,2
292,11,0.16,-69,223,4,1,32,44,0
333,99,1.09,-74,46,16,3,278,92,1
338,123,1.87,-74,42,21,5,245,93,1
356,13,0.07,-66,201,2,2,20,31,0
399,140,5.75,-83,19,31,6,130,67,3
293,25,0.23,-75,157,5,0,39,43,0
411,133,7.53,-89,18,49,5,155,71,3
256,45,1.09,-101,50,8,5,82,48,2
306,46,1.74,-104,85,4,2,56,54,2
238,44,1.63,-107,51,10,2,66,33,2
444,92,2.38,-71,46,23,3,204,89,1
383,175,6.03,-89,23,42,5,160,73,3
387,21,0.49,-75,205,1,0,21,21,0
391,35,0.84,-101,67,10,2,49,45,2
299,119,6.35,-87,33,47,7,112,80,3
371,45,1.68,-102,81,5,4,71,41,2
432,15,0.04,-73,182,2,1,35,21,0
387,21,0.43,-66,210,4,2,44,22,0
478,88,1.22,-77,46,26,5,269,91,1
269,54,1.78,-111,52,10,3,70,41,2
399,42,0.73,-114,58,8,3,49,42,2
407,125,1.18,-76,42,18,5,194,93,1
444,115,5.17,-86,34,38,6,140,88,3
247,32,0.56,-107,68,10,3,71,37,2
336,122,6.21,-88,21,39,9,179,86,3
331,150,6.85,-80,32,34,6,161,87,3
432,14,0.48,-75,197,2,1,48,22,0
415,57,1.67,-115,84,8,4,84,43,2
373,130,1.64,-72,49,27,7,258,84,1
327,26,0.2,-73,187,1,2,37,32,0
356,20,0.45,-69,157,2,2,51,45,0
317,103,3.49,-68,27,24,8,211,91,1
386,165,5.35,-80,31,47,9,133,65,3
328,24,0.2,-67,196,3,1,24,28,0
309,116,1.01,-74,55,23,5,194,77,1
267,10,0.32,-69,185,2,1,56,45,0
313,109,1.8,-70,33,18,4,278,88,1
301,21,0.49,-74,215,4,0,51,33,0
298,163,7.59,-78,33,34,9,115,69,3
319,156,5.08,-80,13,45,5,121,69,3
287,159,5.04,-82,29,46,6,157,65,3
418,116,7.9,-90,18,46,6,125,72,3
371,180,6.92,-85,30,49,7,172,79,3
229,45,1.36,-107,51,9,4,87,52,2
321,29,0.14,-74,213,5,0,30,45,0
468,84,3.08,-72,51,30,6,230,83,1
363,14,0.47,-73,187,1,1,58,37,0
228,37,0.85,-110,76,8,6,53,30,2
393,22,0.31,-65,236,2,1,40,44,0
454,129,3.17,-74,36,29,7,215,92,1
396,123,1.09,-75,32,21,8,205,96,1
343,49,1.94,-111,59,5,3,79,38,2
369,44,0.65,-120,56,7,2,55,45,2
421,24,0.23,-65,191,1,1,69,33,0
288,52,0.78,-115,52,7,3,50,55,2
428,102,2.41,-73,35,16,7,207,94,1
350,119,1.76,-72,24,29,6,189,77,1
381,93,1.77,-72,47,28,7,201,83,1
301,146,4.84,-79,31,34,9,172,86,3
369,30,0.21,-68,151,5,1,66,41,0
314,113,4.0,-85,33,47,4,157,81,3
270,27,0.06,-66,241,3,1,42,21,0
285,12,0.07,-70,208,1,2,46,38,0
334,178,4.56,-90,34,36,5,176,68,3
404,136,4.36,-84,15,41,8,164,87,3
291,45,0.89,-102,86,6,3,75,55,2
281,154,6.11,-78,10,30,4,131,77,3
405,20,0.38,-75,246,4,2,26,30,0
418,34,1.15,-113,52,10,2,40,55,2
353,114,3.03,-76,24,23,5,264,95,1
271,18,0.01,-72,172,4,1,48,32,0
445,15,0.05,-68,214,5,1,50,32,0
345,24,0.48,-74,192,2,2,32,44,0
391,44,0.87,-107,76,8,6,95,37,2
251,44,1.55,-104,64,5,5,82,45,2
325,103,2.81,-77,51,19,7,251,77,1
260,29,0.07,-73,160,3,2,50,23,0
293,150,7.08,-84,32,42,7,108,70,3
411,112,6.14,-81,25,32,7,118,78,3
390,98,2.83,-77,43,20,4,218,97,1
317,127,2.78,-74,48,19,5,262,89,1
318,137,5.49,-81,16,39,5,156,85,3
296,13,0.02,-68,175,5,2,63,37,0
443,92,1.96,-68,33,16,7,231,88,1
406,173,4.47,-81,19,39,8,125,86,3
376,24,0.3,-75,161,2,0,47,26,0
257,53,0.7,-113,77,5,4,92,40,2
420,23,0.29,-69,187,1,2,32,42,0
226,35,1.96,-113,63,8,6,52,51,2
272,33,1.99,-100,79,4,2,100,33,2
448,19,0.41,-73,169,4,1,58,42,0
367,45,1.88,-116,68,5,4,63,40,2
345,111,2.43,-77,45,24,8,195,93,1
416,28,0.31,-67,215,1,1,61,27,0
248,45,1.62,-109,90,5,3,48,48,2
413,139,5.62,-89,25,31,5,131,73,3
385,126,7.6,-80,22,31,6,127,69,3
245,40,1.17,-105,51,8,4,41,41,2
376,104,3.28,-72,38,24,3,200,89,1
405,91,1.14,-68,23,26,5,244,75,1
425,93,1.44,-69,55,29,6,181,94,1
452,105,1.94,-78,47,28,8,251,87,1
240,41,1.6,-107,68,7,4,67,42,2
396,99,3.14,-69,46,24,8,250,78,1
441,139,7.92,-86,24,40,5,111,80,3
423,115,6.21,-84,31,40,7,119,86,3
293,35,1.74,-103,77,9,2,83,36,2
450,24,0.33,-67,209,2,1,68,36,0
390,109,3.25,-73,49,26,5,246,83,1
257,23,0.26,-74,206,2,2,51,40,0
441,14,0.37,-66,156,4,2,53,27,0
296,32,1.57,-113,86,10,4,83,45,2
303,124,7.8,-88,29,30,9,176,68,3
389,176,4.39,-82,32,46,5,179,83,3
284,42,1.76,-112,50,8,6,83,30,2
348,150,5.3,-87,23,33,7,141,84,3
414,128,3.06,-77,52,24,3,220,76,1
430,84,1.59,-68,58,15,7,290,84,1
354,16,0.01,-74,242,1,0,45,25,0
446,128,2.67,-71,49,20,5,210,93,1
419,16,0.46,-65,202,2,2,39,35,0
447,105,2.87,-68,54,28,6,202,86,1
242,54,0.76,-117,79,5,2,58,43,2
373,56,1.63,-111,73,6,6,67,38,2
343,180,7.07,-89,24,46,4,140,66,3
444,18,0.36,-66,173,2,1,31,27,0
353,130,2.6,-77,55,29,3,290,90,1
393,134,5.2,-80,20,46,7,139,71,3
244,57,1.52,-105,78,7,2,54,30,2
350,43,0.7,-109,65,8,3,91,34,2
374,22,0.36,-67,158,5,2,51,26,0
357,13,0.26,-67,218,2,1,53,26,0
364,126,4.1,-83,31,47,8,110,75,3
366,56,1.94,-100,79,10,3,63,40,2
444,180,6.71,-84,20,41,7,125,78,3
254,35,1.51,-117,76,9,3,43,33,2
303,100,2.45,-71,47,20,3,186,89,1
398,53,1.55,-108,50,10,6,46,45,2
364,109,2.08,-77,21,26,7,294,84,1
402,30,1.18,-101,50,10,6,86,36,2
382,178,4.58,-83,19,38,5,122,84,3
373,12,0.17,-69,167,5,2,38,41,0
333,13,0.47,-65,178,4,0,64,42,0
421,27,0.34,-69,232,2,1,39,38,0
373,17,0.3,-68,237,1,2,20,21,0
385,14,0.03,-70,191,1,2,53,24,0
345,16,0.31,-66,202,3,2,29,24,0
278,53,0.94,-120,82,8,5,58,31,2
409,155,7.6,-80,13,37,6,153,66,3
395,57,1.71,-105,58,7,6,99,52,2
411,102,3.33,-71,53,19,7,266,78,1
393,13,0.27,-69,156,5,2,59,28,0
274,19,0.38,-74,162,1,0,70,33,0
405,55,1.28,-113,53,10,3,82,34,2
225,39,1.92,-104,80,9,4,62,53,2
364,83,1.63,-73,45,17,8,283,82,1
346,150,4.81,-79,17,44,8,146,88,3
364,14,0.38,-75,174,4,1,60,45,0
378,45,0.68,-111,68,5,6,100,30,2
364,33,1.06,-104,56,8,6,83,30,2
391,52,0.65,-101,84,8,5,90,43,2
396,13,0.16,-70,225,4,1,47,26,0
443,97,2.38,-69,30,24,5,180,80,1
434,21,0.01,-70,239,3,1,23,26,0
319,50,1.42,-120,54,6,6,55,42,2
285,55,0.94,-118,77,4,2,83,31,2
319,35,1.11,-106,81,6,5,80,48,2
482,130,1.54,-70,22,17,6,194,84,1
389,158,6.46,-87,17,36,5,178,89,3
385,31,1.86,-105,56,5,5,51,53,2
283,30,0.27,-67,162,3,0,46,44,0
450,21,0.44,-68,161,1,1,56,33,0
414,112,7.14,-89,22,41,6,146,77,3
441,28,0.28,-67,177,1,1,21,32,0
240,35,1.29,-113,53,9,3,96,44,2
323,158,5.51,-87,19,43,8,149,72,3
440,177,6.29,-83,26,37,8,147,70,3
310,10,0.13,-75,235,1,1,40,34,0
455,97,2.45,-71,49,29,5,245,78,1
235,32,2.0,-118,57,10,4,69,32,2
380,103,2.91,-72,28,29,3,224,81,1
330,145,4.33,-89,24,38,5,172,75,3
427,156,6.86,-88,21,38,9,168,66,3
424,82,1.53,-78,53,26,7,283,84,1
238,44,1.25,-112,89,8,5,85,37,2
414,108,2.62,-70,57,19,7,219,98,1
327,180,6.97,-85,24,35,9,134,65,3
380,27,0.07,-71,165,3,0,55,42,0
285,145,4.52,-86,22,45,8,168,75,3
496,114,2.2,-78,43,22,4,186,94,1
461,127,3.35,-73,22,17,5,293,81,1
384,16,0.33,-71,235,5,1,63,23,0
447,89,2.77,-71,53,27,6,285,96,1
393,30,0.1,-73,188,5,1,22,22,0
423,103,1.79,-77,28,30,6,278,93,1
269,28,0.31,-70,200,4,0,69,26,0
347,118,2.24,-74,21,15,7,202,82,1
239,37,0.9,-113,84,10,4,48,45,2
451,123,1.88,-69,52,16,6,276,81,1
419,161,6.17,-88,25,32,7,173,75,3
371,17,0.19,-67,161,5,1,66,37,0
361,99,1.48,-72,59,24,5,227,79,1
314,85,3.5,-73,59,22,7,233,91,1
345,166,5.73,-86,27,34,7,144,67,3
256,59,1.04,-101,53,9,2,77,55,2
362,137,4.06,-89,31,49,7,118,72,3
429,27,0.33,-72,182,4,2,38,45,0
383,23,0.06,-75,222,2,1,53,21,0
321,169,6.93,-86,34,37,6,160,77,3
491,101,2.24,-74,42,29,7,221,76,1
417,151,7.46,-79,25,34,4,141,86,3
404,25,0.14,-74,226,5,1,56,32,0
381,16,0.45,-75,200,2,0,45,24,0
271,56,1.23,-111,50,10,6,70,47,2
391,37,1.91,-100,61,7,6,65,30,2
398,103,3.24,-75,47,18,3,183,90,1
437,169,6.8,-83,21,38,6,142,81,3
448,30,0.44,-72,198,1,2,37,32,0
321,170,4.4,-78,30,36,7,111,80,3
474,111,2.6,-75,38,23,4,265,80,1
342,47,1.43,-105,83,10,4,70,47,2
394,15,0.25,-65,164,3,0,64,33,0
226,55,0.69,-103,56,8,3,86,38,2
360,128,2.68,-71,56,18,4,218,85,1
349,149,5.27,-89,25,45,5,180,71,3
375,129,1.88,-75,27,16,4,200,75,1
368,105,2.11,-69,31,27,5,262,94,1
353,19,0.42,-65,232,2,1,59,26,0
341,17,0.25,-71,246,1,0,70,35,0
375,125,1.9,-70,58,24,4,194,93,1
284,177,4.35,-82,30,37,9,170,68,3
420,15,0.03,-72,237,4,1,37,38,0
384,15,0.17,-71,186,4,1,46,20,0
425,85,2.33,-68,45,16,8,253,75,1
338,134,6.46,-89,24,33,7,166,70,3
269,60,0.71,-107,90,9,6,69,38,2
291,58,1.03,-109,72,8,2,95,44,2
301,55,1.43,-105,71,7,3,57,44,2
325,112,7.14,-81,10,41,9,167,84,3
383,98,1.76,-75,28,26,3,236,89,1
375,30,0.58,-101,60,8,2,69,53,2
488,112,1.49,-68,25,28,5,199,81,1
400,101,1.17,-73,41,19,4,211,89,1
399,37,1.17,-104,84,4,2,46,44,2
317,28,0.36,-67,208,5,2,27,36,0
386,51,0.91,-108,75,4,3,77,40,2
373,51,0.76,-101,56,8,3,92,44,2
455,104,1.86,-70,51,21,3,265,83,1
384,15,0.1,-71,185,3,0,63,32,0
328,54,1.03,-118,76,8,4,94,51,2
450,136,5.87,-88,17,35,4,103,76,3
318,32,1.09,-102,52,6,2,48,36,2
410,18,0.27,-75,217,4,1,43,24,0
327,40,0.66,-111,64,8,4,74,48,2
309,99,2.67,-77,39,27,8,277,92,1
329,20,0.07,-67,205,3,2,21,31,0
297,128,6.4,-82,13,43,4,149,83,3
359,37,1.78,-106,90,8,4,67,41,2
417,20,0.18,-66,242,2,2,54,45,0
381,100,3.12,-73,23,27,7,217,96,1
400,36,0.61,-102,72,5,4,92,51,2
340,60,0.85,-111,71,9,6,92,34,2
400,93,3.25,-74,35,26,5,265,75,1
338,20,0.2,-65,218,3,2,41,31,0
348,150,6.99,-82,12,33,9,170,73,3
307,121,6.01,-79,13,47,6,119,85,3
470,106,1.13,-72,59,28,7,202,95,1
289,142,4.19,-86,13,48,5,160,87,3
345,17,0.23,-74,166,5,1,44,45,0
376,29,0.06,-73,219,4,2,22,29,0
419,151,4.22,-85,21,37,4,147,71,3
424,13,0.19,-75,182,2,1,37,40,0
332,121,1.9,-78,52,18,7,246,83,1
382,55,1.17,-109,65,4,5,51,33,2
362,180,5.67,-90,18,39,9,147,86,3
371,92,2.56,-75,51,20,7,271,82,1
377,36,1.04,-116,72,9,3,83,43,2
260,57,1.61,-102,54,6,2,86,38,2
375,136,6.4,-88,21,31,5,146,81,3
449,15,0.01,-69,162,2,0,52,40,0
402,23,0.07,-75,202,4,0,24,33,0
322,45,1.57,-116,76,7,4,41,45,2
450,14,0.03,-71,230,3,2,49,36,0
391,32,1.18,-111,60,6,3,69,51,2
336,53,1.97,-105,54,5,3,84,54,2
259,25,0.06,-65,162,4,0,55,41,0
325,135,7.61,-90,12,47,4,158,82,3
309,59,1.87,-119,90,6,4,64,50,2
257,10,0.33,-68,160,5,2,33,24,0
438,161,7.06,-78,21,49,4,129,71,3
333,25,0.32,-67,180,1,1,66,39,0
358,20,0.43,-72,176,4,1,29,24,0
476,118,1.86,-78,39,15,8,239,90,1
260,42,1.1,-119,72,6,4,97,45,2
386,53,1.18,-118,80,7,2,100,45,2
370,30,1.02,-104,81,6,6,57,35,2
375,43,1.76,-108,50,6,3,77,32,2
367,18,0.15,-74,213,3,1,68,38,0
274,32,0.77,-104,54,9,3,99,31,2
413,38,1.26,-119,81,5,3,78,33,2
389,39,0.63,-107,83,9,2,64,35,2
361,110,6.42,-88,33,40,5,140,80,3
386,120,1.42,-73,30,22,6,249,94,1
413,128,6.87,-87,19,36,6,121,65,3
247,50,1.62,-115,86,8,2,61,38,2
295,36,1.82,-110,62,5,3,53,48,2
375,126,4.55,-82,32,32,5,136,86,3
439,15,0.03,-67,188,3,1,56,35,0
254,52,1.02,-110,67,4,6,86,47,2
369,136,5.05,-89,28,35,4,180,79,3
439,24,0.25,-69,217,4,2,48,30,0
488,99,1.4,-77,23,25,4,268,96,1
362,11,0.12,-73,160,1,2,70,43,0
320,117,3.31,-69,41,19,6,290,90,1
268,43,0.92,-102,75,8,5,62,43,2
416,125,1.23,-73,22,26,8,228,94,1
311,160,4.01,-89,21,45,8,112,68,3
353,97,1.3,-74,45,30,7,291,88,1
422,166,5.59,-90,10,37,5,101,68,3
333,165,5.35,-89,25,30,8,144,75,3
346,22,0.28,-66,201,2,0,59,35,0
277,28,0.38,-70,193,1,1,51,35,0
352,153,6.52,-87,35,36,6,119,82,3
342,97,3.23,-73,23,16,6,220,92,1
449,149,4.44,-89,26,32,7,142,84,3
354,163,5.54,-88,31,33,9,106,84,3
409,35,0.62,-118,90,10,6,74,49,2
325,36,1.51,-116,63,9,3,97,53,2
397,146,7.38,-87,34,46,6,136,83,3
229,30,0.7,-100,69,6,4,91,36,2
435,15,0.03,-70,216,2,2,51,22,0
340,22,0.44,-67,207,3,2,44,28,0
349,90,3.19,-69,23,24,7,184,98,1
384,133,7.86,-88,20,50,9,123,85,3
240,46,1.04,-100,72,7,3,45,45,2
493,103,1.96,-78,55,20,5,222,90,1
302,22,0.23,-66,204,1,0,59,38,0
372,17,0.01,-71,166,3,2,70,41,0
365,148,5.16,-83,24,48,9,151,89,3
301,118,6.13,-88,17,31,4,136,80,3
449,139,5.02,-84,24,40,4,113,81,3
328,38,0.78,-100,56,6,6,92,32,2
293,33,1.54,-107,65,8,3,61,37,2
296,35,2.0,-119,82,5,4,74,45,2
250,49,1.58,-119,87,5,6,89,45,2
500,103,2.78,-77,20,28,5,248,75,1
469,101,2.11,-77,59,19,6,220,81,1
343,53,0.93,-103,79,10,3,66,36,2
266,27,0.45,-73,200,4,2,63,30,0
331,11,0.44,-67,226,3,1,44,23,0
298,30,0.21,-70,202,2,2,40,28,0
494,100,3.5,-71,22,25,6,265,85,1
324,12,0.14,-69,221,2,0,70,34,0
417,135,4.11,-79,14,47,5,112,84,3
313,56,1.91,-109,87,9,5,46,38,2
384,22,0.08,-75,150,2,2,36,35,0
299,60,1.92,-113,70,6,5,98,38,2
340,19,0.25,-74,157,5,1,37,38,0
294,30,0.43,-75,153,5,1,45,27,0
327,114,3.47,-71,27,25,4,253,96,1
358,130,7.57,-83,16,40,7,104,86,3
309,25,0.44,-66,228,5,2,36,23,0
302,89,1.45,-71,29,26,3,240,91,1
311,27,0.29,-70,207,3,0,22,33,0
232,42,1.03,-107,79,10,4,42,55,2
404,15,0.11,-65,204,2,0,65,20,0
444,22,0.36,-69,174,3,2,44,45,0
430,12,0.28,-70,224,5,0,35,26,0
313,22,0.13,-66,157,1,2,52,26,0
351,45,0.9,-101,90,8,3,80,38,2
352,58,1.31,-120,78,10,5,58,51,2
284,144,7.48,-79,12,37,9,125,82,3
359,57,0.51,-107,60,5,2,51,37,2
438,30,0.42,-67,225,1,2,34,30,0
396,35,1.49,-102,54,10,4,40,32,2
398,56,0.89,-112,53,5,2,46,39,2
458,98,2.85,-78,43,30,4,200,84,1
344,35,0.74,-114,78,6,6,71,44,2
403,43,1.75,-109,70,10,6,45,41,2
363,113,3.34,-78,46,28,3,207,91,1
486,111,2.88,-75,55,24,8,270,78,1
463,106,2.61,-72,37,21,8,181,88,1
379,45,1.11,-119,51,6,5,78,30,2
331,172,7.61,-84,33,35,9,131,69,3
399,114,4.33,-88,24,40,7,146,87,3
396,110,4.68,-81,18,40,7,149,75,3
441,100,1.37,-75,47,26,4,249,96,1
464,82,3.04,-71,33,29,5,295,91,1
300,35,0.6,-103,66,7,3,78,54,2
325,144,5.88,-87,18,50,6,143,87,3
268,58,1.63,-106,85,6,2,75,47,2
379,52,1.58,-105,54,10,3,70,41,2
454,111,1.02,-76,57,15,5,290,95,1
421,26,0.09,-67,150,2,1,20,44,0
301,18,0.13,-67,233,1,2,54,28,0
266,26,0.08,-68,244,5,2,46,31,0
314,25,0.47,-70,228,2,2,69,30,0
327,116,7.48,-86,33,43,5,102,80,3
298,12,0.22,-70,231,2,2,33,43,0
308,58,0.69,-112,69,8,3,51,38,2
461,101,1.98,-77,52,25,5,190,93,1
427,138,7.02,-89,17,42,6,178,72,3
446,22,0.34,-69,248,2,2,50,40,0
295,119,6.71,-79,27,46,7,163,68,3
319,100,3.29,-74,48,21,6,297,96,1
322,179,6.79,-83,19,32,5,180,87,3
297,23,0.39,-69,185,3,0,36,37,0
439,167,7.91,-79,33,46,4,159,85,3
404,154,5.76,-84,20,41,5,146,70,3
409,30,0.27,-65,222,2,1,65,32,0
421,134,4.0,-87,26,32,7,161,83,3
326,38,1.47,-112,52,5,6,91,43,2
302,126,7.19,-90,19,50,7,175,66,3
482,112,1.65,-77,39,24,3,287,77,1
299,152,7.44,-86,22,37,6,173,70,3
368,122,7.27,-85,29,40,5,135,83,3
275,10,0.33,-71,241,2,1,59,29,0
356,35,0.76,-112,84,8,3,59,35,2
282,122,5.87,-89,32,32,8,106,70,3
337,17,0.22,-65,158,4,2,62,32,0
370,51,1.82,-109,81,8,5,53,42,2
287,34,1.12,-110,58,10,6,83,44,2
419,25,0.25,-74,198,3,0,53,41,0
383,12,0.46,-68,182,4,0,54,38,0
468,86,1.99,-72,37,29,7,248,76,1
388,50,1.47,-115,56,4,5,56,55,2
242,37,0.83,-106,79,9,2,64,52,2
425,142,7.94,-87,34,31,4,113,78,3
280,22,0.47,-66,223,3,2,26,45,0
317,32,1.41,-114,62,7,3,97,44,2
460,88,3.46,-75,46,25,8,251,97,1
302,16,0.12,-70,181,3,2,28,22,0
476,107,2.84,-68,50,26,3,193,79,1
333,23,0.28,-70,174,3,0,34,34,0
311,34,1.07,-108,78,4,5,99,47,2
268,30,0.94,-110,85,8,6,57,51,2
378,47,0.99,-109,73,5,5,92,31,2
340,38,1.85,-115,65,10,2,73,38,2
347,176,6.38,-81,30,40,8,127,90,3
268,31,0.92,-106,65,4,4,44,45,2
295,165,7.42,-85,19,48,4,169,90,3
474,83,2.05,-77,48,25,7,292,90,1
309,156,6.17,-87,25,42,4,129,66,3
434,166,4.98,-82,16,33,4,115,82,3
403,21,0.11,-72,174,4,2,53,31,0
305,109,1.03,-76,54,24,6,246,94,1
221,59,1.57,-115,57,8,4,56,40,2
344,33,1.5,-107,84,4,4,72,45,2
278,44,1.09,-109,83,7,5,87,34,2
380,169,5.93,-86,26,41,7,118,83,3
450,118,3.2,-69,48,25,5,219,89,1
345,27,0.42,-68,151,3,0,42,29,0
422,11,0.38,-65,242,1,1,62,26,0
391,103,1.97,-71,36,19,5,189,92,1
384,165,7.7,-87,24,43,4,108,78,3
431,147,7.98,-81,22,38,9,114,88,3
350,52,0.69,-106,76,10,3,87,47,2
268,57,1.9,-113,80,8,3,68,37,2
396,104,2.25,-78,46,23,8,297,76,1
380,31,1.91,-114,84,9,4,42,34,2
351,18,0.01,-67,155,5,0,54,23,0
406,59,0.62,-108,61,7,6,54,34,2
371,120,3.25,-73,53,15,8,205,98,1
342,20,0.4,-73,218,4,1,52,43,0
466,120,1.35,-78,22,16,7,275,78,1
250,26,0.42,-74,178,3,0,52,27,0
362,116,2.93,-70,31,22,8,184,79,1
291,124,6.61,-87,19,31,5,161,65,3
484,85,3.2,-68,57,16,4,235,79,1
404,151,6.94,-88,29,37,8,112,70,3
258,17,0.16,-74,226,4,2,52,39,0
281,31,0.53,-116,73,9,5,64,51,2
352,98,3.16,-73,55,28,5,298,92,1
303,13,0.48,-74,230,4,2,64,43,0
472,104,2.38,-73,59,25,8,219,77,1
283,30,1.38,-120,70,4,6,86,54,2
327,115,4.97,-81,10,49,7,175,89,3
316,113,3.15,-68,22,17,6,249,90,1
273,14,0.49,-71,161,1,0,70,23,0
277,22,0.23,-71,154,3,2,37,26,0
495,125,2.38,-75,60,25,4,223,75,1
403,164,6.69,-85,23,48,9,107,85,3
349,39,0.71,-105,61,4,3,56,39,2
388,15,0.21,-70,152,4,0,51,27,0
371,124,2.99,-75,32,17,8,237,75,1
344,58,1.05,-117,76,6,3,47,44,2
377,19,0.49,-71,223,2,2,25,39,0
449,11,0.33,-75,201,2,2,43,37,0
397,30,0.04,-69,246,2,2,66,30,0
458,96,3.36,-70,53,22,8,226,91,1
254,35,1.26,-119,69,8,3,97,46,2
356,22,0.13,-67,225,1,0,30,37,0
354,24,0.25,-70,214,1,0,68,28,0
318,42,0.61,-117,73,6,6,85,41,2
448,16,0.36,-68,227,3,2,45,44,0
384,51,1.72,-114,60,4,5,87,41,2
416,139,5.69,-84,27,44,5,100,90,3
276,60,0.88,-115,88,10,2,71,32,2
284,27,0.35,-71,191,1,0,47,22,0
445,28,0.18,-73,228,1,0,33,21,0
319,116,1.94,-77,55,17,3,271,89,1
401,143,6.72,-85,22,30,7,104,66,3
295,34,1.56,-116,82,10,5,72,49,2
370,122,1.99,-72,43,22,3,244,78,1
357,26,0.37,-68,236,3,2,53,21,0
436,25,0.12,-72,230,5,0,39,29,0
264,18,0.42,-69,189,3,2,44,30,0
327,59,1.33,-115,86,10,5,44,37,2
358,168,7.03,-85,22,42,9,109,76,3
294,47,0.91,-106,89,8,5,56,35,2
419,10,0.08,-68,179,1,2,22,33,0
379,114,2.14,-69,30,16,4,227,86,1
465,91,2.63,-70,32,22,5,246,77,1
440,116,4.54,-89,20,31,6,144,68,3
319,145,6.79,-78,28,32,7,128,78,3
348,115,2.81,-75,52,18,3,258,78,1
423,94,1.62,-71,25,16,4,192,76,1
362,92,1.81,-76,35,24,4,183,89,1
418,119,1.52,-77,50,28,8,255,76,1
405,111,1.14,-73,47,22,5,189,81,1
276,14,0.12,-70,186,1,0,43,40,0
328,20,0.38,-66,226,5,2,63,43,0
362,98,2.73,-70,22,25,3,226,78,1
335,111,5.9,-90,16,32,4,151,77,3
220,58,1.31,-102,68,4,3,51,51,2
248,48,1.75,-109,81,4,4,76,33,2
447,17,0.31,-75,154,5,2,36,31,0
379,28,0.1,-73,232,4,0,47,37,0
297,44,1.98,-110,87,6,4,72,42,2
320,53,0.62,-105,56,8,6,60,46,2
286,27,0.09,-70,197,1,1,69,44,0
371,18,0.49,-69,237,2,0,70,22,0
344,142,5.73,-81,12,31,8,141,88,3
262,48,1.23,-120,89,8,3,98,41,2
395,100,3.48,-74,42,30,6,243,97,1
365,92,2.57,-72,25,26,6,213,83,1
317,174,5.31,-83,22,47,8,142,76,3
345,99,2.09,-76,21,15,5,238,77,1
326,127,1.6,-71,32,27,3,258,88,1
322,15,0.02,-72,155,5,1,62,25,0
308,23,0.2,-70,154,3,2,24,34,0
243,34,1.24,-105,80,6,5,61,41,2
360,45,1.09,-118,55,7,2,77,42,2
398,82,2.22,-74,59,25,3,235,83,1
359,84,2.59,-77,51,27,6,180,95,1
382,129,3.23,-73,33,25,8,185,77,1
333,42,0.62,-100,86,4,2,48,38,2
273,23,0.16,-74,233,3,0,26,39,0
404,52,0.88,-110,73,10,3,92,38,2
